parent_asin,brand,price,avg_rating,review_count,price_range,expected_rating,rating_residual,review_bucket
B07197537Q,Gillette,31.75,4.7,54,20-50,4.17581457593476,0.5241854240652399,"(50, 100]"
B00I254ZDS,wet n wild,7.97,5.0,2,5-10,4.168916830179432,0.8310831698205678,"(0, 5]"
B0957TPWQJ,Grand Parfums,14.55,4.4,32,10-20,4.1708254578947415,0.2291745421052589,"(20, 50]"
B0859L4DKL,Black 'n Gold,4.99,3.0,1,0-5,4.1680524364724985,-1.1680524364724985,"(0, 5]"
B00BUI0FBU,Kleancolor,8.5,5.0,1,5-10,4.1690705646306645,0.8309294353693355,"(0, 5]"
B01M6WXMFM,Rapira,14.5,4.5,59,10-20,4.170810954644625,0.32918904535537497,"(50, 100]"
B07JVW6ZTF,eyeMajic,14.9,4.0,130,10-20,4.170926980645556,-0.17092698064555556,"(100, 500]"
B07927V3SQ,BEN & ANNA,11.67,3.4,6,10-20,4.169990070688041,-0.7699900706880407,"(5, 10]"
B07HY9QT12,MILL CREEK,22.98,4.3,45,20-50,4.173270705864356,0.12672929413564393,"(20, 50]"
B07JF4C4C2,Tara Toys,6.99,4.5,640,5-10,4.168632566477152,0.33136743352284803,"(500, 10000]"
B00TAHJOYC,L.A. Girl,36.95,4.6,317,20-50,4.17732291394686,0.4226770860531399,"(100, 500]"
B08CVGMFRB,Etude House,12.0,4.3,249,10-20,4.170085792138808,0.12991420786119168,"(100, 500]"
B082XHLYZ5,New Balance,14.98,4.5,25,10-20,4.170950185845742,0.32904981415425816,"(20, 50]"
B07PG84Q36,Doubnine,7.66,3.7,11,5-10,4.16882691002871,-0.46882691002871013,"(10, 20]"
B0099LBLB8,Illamasqua,13.5,2.0,1,10-20,4.170520889642298,-2.1705208896422983,"(0, 5]"
B08378WVBJ,SSEN CLIPS,35.99,4.8,36,20-50,4.177044451544626,0.6229555484553737,"(20, 50]"
B07CH3JRGR,NEST Fragrances,21.45,4.1,23,20-50,4.172826906410796,-0.07282690641079625,"(20, 50]"
B00102JGFC,K,179.95,5.0,7,100-200,4.218802209279578,0.7811977907204222,"(5, 10]"
B07LD3M88C,Too Faced,17.5,4.3,46,10-20,4.171681149651605,0.12831885034839452,"(20, 50]"
B01LZA8QP4,Bodycology,7.77,3.7,4,5-10,4.1688588171789664,-0.46885881717896627,"(0, 5]"
B01IUNJ3H4,Affinage Infiniti,14.99,5.0,1,10-20,4.170953086495765,0.8290469135042349,"(0, 5]"
B00L5KKSLK,Spagmoss,24.99,4.1,8,20-50,4.173853736519032,-0.07385373651903215,"(5, 10]"
B07DZ1Y5TN,Jeffree Star Cosmetics,28.5,4.7,9,20-50,4.174871864677199,0.5251281353228014,"(5, 10]"
B00WNAUEXI,Annie,3.99,3.9,15,0-5,4.167762371470172,-0.2677623714701718,"(10, 20]"
B00KWUOJ3M,Zermat International,39.75,5.0,9,20-50,4.178135095953374,0.8218649040466257,"(5, 10]"
B07ML5333D,Organic Nails,7.0,4.4,40,5-10,4.168635467127175,0.2313645328728251,"(20, 50]"
B094GZW7KD,Bath & Body Works,69.75,4.8,26,50-100,4.186837046023175,0.6131629539768246,"(20, 50]"
B01IAE1UVA,Smith & Nephew,21.53,4.4,7,20-50,4.172850111610982,0.22714988838901817,"(5, 10]"
B07DM64VNT,Benefit,24.95,4.5,17,20-50,4.1738421339189395,0.32615786608106045,"(10, 20]"
B01M0WMHLS,Dare to Wear,9.5,4.5,5,5-10,4.169360629632991,0.33063937036700874,"(0, 5]"
B000FQ5NQ0,Unilever,21.5,4.7,6,20-50,4.172841409660912,0.5271585903390879,"(5, 10]"
B01IAEV8LM,Aphogee,8.99,5.0,3,5-10,4.169212696481805,0.8307873035181954,"(0, 5]"
B095NB5MF2,Broadway Colors,7.99,5.0,5,5-10,4.168922631479479,0.8310773685205213,"(0, 5]"
B07DGKQWSB,CHELLY,12.99,4.6,25,10-20,4.170372956491112,0.42962704350888803,"(20, 50]"
B006B6O55I,It's A Black Thang,7.99,4.6,8,5-10,4.168922631479479,0.4310773685205209,"(5, 10]"
B082245PK2,Vaultz,67.49,4.3,1621,50-100,4.186181499117917,0.11381850088208267,"(500, 10000]"
B0979HZQM5,Exolgo Tendresse,9.99,3.5,17,5-10,4.169502761484131,-0.6695027614841313,"(10, 20]"
B09WZPXQF8,Cilusar,12.99,4.1,28,10-20,4.170372956491112,-0.07037295649111197,"(20, 50]"
B0BDYXW42R,Loanzeg,39.99,4.6,96,20-50,4.178204711553933,0.4217952884460665,"(50, 100]"
B07JB553ZB,PERFEHAIR,14.88,4.2,233,10-20,4.170921179345509,0.02907882065449119,"(100, 500]"
B08N5KMKH4,Colourpop,29.99,4.4,84,20-50,4.175304061530666,0.22469593846933478,"(50, 100]"
B0945ZXR6S,Perlier,19.95,4.2,11,10-20,4.172391808907306,0.027608191092694412,"(10, 20]"
B092HY9H9L,Dolly Dolly,9.99,4.0,324,5-10,4.169502761484131,-0.16950276148413135,"(100, 500]"
B07YL4L81W,Tiffany & Co.,87.14,4.6,226,50-100,4.191881276413636,0.40811872358636325,"(100, 500]"
B07SRMXSK5,Prestige International,17.97,4.1,262,10-20,4.171817480202699,-0.07181748020269918,"(100, 500]"
B07D4P4MD1,Outre,20.88,3.9,318,20-50,4.1726615693594695,-0.2726615693594696,"(100, 500]"
B07DWMKCFD,Angel3292,0.59,4.5,4,0-5,4.166776150462261,0.3332238495377391,"(0, 5]"
B00RIT53JO,VAGA,3.49,3.8,17,0-5,4.167617338969008,-0.3676173389690085,"(10, 20]"
B09KX5N1DR,100% PURE,38.0,3.8,25,20-50,4.177627482199303,-0.3776274821993031,"(20, 50]"
B08Q7QWYJH,Mary Kay,53.0,4.9,9,50-100,4.181978457234203,0.718021542765797,"(5, 10]"
B08DRX8MZ7,Kao,27.98,4.2,4,20-50,4.174721030875989,0.025278969124011397,"(0, 5]"
B07KN5T2PC,AnatoliaDaphne,24.99,5.0,7,20-50,4.173853736519032,0.8261462634809682,"(5, 10]"
B07G5KYR91,Fragrance G.u.c.c.i,119.0,3.0,1,100-200,4.201122747387766,-1.2011227473877657,"(0, 5]"
B01LYQLV0X,Simple,5.98,4.6,420,5-10,4.168339600824802,0.4316603991751977,"(100, 500]"
B01NCEPI1L,British Sterling,36.0,5.0,1,20-50,4.177047352194649,0.8229526478053506,"(0, 5]"
B07CSR9H8C,K9 GRANOLA,15.99,5.0,1,10-20,4.171243151498092,0.8287568485019081,"(0, 5]"
B0769X2N19,Divya pharmacy,5.99,3.3,2,5-10,4.168342501474825,-0.8683425014748254,"(0, 5]"
B01BDXEBYI,Sure,12.75,4.8,7,10-20,4.170303340890554,0.6296966591094462,"(5, 10]"
B00G99SNKU,VAGA,6.99,4.0,48,5-10,4.168632566477152,-0.16863256647715197,"(20, 50]"
B07L49PZ4C,USonline911,18.99,3.0,47,10-20,4.172113346505072,-1.1721133465050722,"(20, 50]"
B09GNXK3N1,SMPL objects,19.99,4.5,1210,10-20,4.172403411507399,0.3275965884926011,"(500, 10000]"
B01H6WJQ8G,Guangxun Company,68.1,3.4,6,50-100,4.186358438769337,-0.7863584387693368,"(5, 10]"
B01E6HRAP0,CLEAR TURN,11.99,3.9,76,10-20,4.170082891488785,-0.27008289148878495,"(50, 100]"
B07NBLP4GJ,QNT,97.0,4.5,20,50-100,4.194741317336578,0.30525868266342204,"(10, 20]"
B08QJ9GZV2,Patelai,8.99,4.7,731,5-10,4.169212696481805,0.5307873035181956,"(500, 10000]"
B072JG9WW8,LA Splash,14.0,4.2,207,10-20,4.170665922143462,0.02933407785653852,"(100, 500]"
B088BCF77J,Daisy DND,9.74,4.6,8,5-10,4.16943024523355,0.43056975476644954,"(5, 10]"
B002ESSD82,Sun's Eye Pure Oils,7.95,4.1,5,5-10,4.168911028879386,-0.06891102887938594,"(0, 5]"
B07GS93SMP,Fiddy,4.0,4.0,59,0-5,4.167765272120195,-0.16776527212019499,"(50, 100]"
B08V131NBS,boqq,9.99,3.1,45,5-10,4.169502761484131,-1.0695027614841313,"(20, 50]"
B01N6UPD2H,Elite Medical Instruments EMI,8.99,4.6,100,5-10,4.169212696481805,0.43078730351819505,"(50, 100]"
B0721K7229,EBOOT,6.99,4.3,1536,5-10,4.168632566477152,0.13136743352284785,"(500, 10000]"
B084JLBN7C,QinMei,38.99,4.0,297,20-50,4.177914646551606,-0.17791464655160638,"(100, 500]"
B0BNKHNWDW,QTHAIR,24.86,4.3,1445,20-50,4.17381602806873,0.12618397193126984,"(500, 10000]"
B00GVIM4ZY,Wet 'n' Wild,6.48,3.0,1,5-10,4.168484633325965,-1.1684846333259653,"(0, 5]"
B07DGG2LLT,Eco Style,12.74,4.3,86,10-20,4.17030044024053,0.12969955975946945,"(50, 100]"
B07Y8VTXP1,x-pression,18.99,4.3,18,10-20,4.172113346505072,0.12788665349492767,"(10, 20]"
B07YYKZPPX,SheaMoisture,8.98,5.0,4,5-10,4.169209795831781,0.8307902041682187,"(0, 5]"
B09H61PN51,Ryxskin,13.0,3.8,6,10-20,4.170375857141135,-0.3703758571411351,"(5, 10]"
B00J7LWZLU,K-Concept,114.99,2.0,1,100-200,4.199959586728435,-2.1999595867284354,"(0, 5]"
B01AHJY4YQ,Mosher Salon Tools,19.99,4.4,261,10-20,4.172403411507399,0.22759658849260145,"(100, 500]"
B01NAWAYDG,CINQ MONDES,20.0,1.0,1,10-20,4.172406312157422,-3.172406312157422,"(0, 5]"
B00KXJ0JJU,OMEGA,6.94,3.8,11,5-10,4.1686180632270355,-0.3686180632270357,"(10, 20]"
B07QGKK12K,Ever Ego,54.99,4.4,39,50-100,4.182555686588834,0.21744431341116677,"(20, 50]"
B01F6BEV2A,Emjoi,29.95,4.8,14,20-50,4.175292458930572,0.6247075410694274,"(10, 20]"
B09GNWC26L,The Crayon Case,42.2,4.0,13,20-50,4.178845755209075,-0.17884575520907475,"(10, 20]"
B07X8Z9W22,Snozzle Pro,14.99,4.2,1953,10-20,4.170953086495765,0.02904691350423505,"(500, 10000]"
B0182HILM6,Tate's The Natural Miracle,16.02,4.1,18,10-20,4.171251853448162,-0.0712518534481621,"(10, 20]"
B0052EOS70,Effadaine,15.0,5.0,4,10-20,4.170955987145788,0.8290440128542116,"(0, 5]"
B08HLZD1NQ,AWLE,21.0,3.6,125,20-50,4.172696377159749,-0.5726963771597489,"(100, 500]"
B0011DN60Q,Magick Botanicals,22.89,3.8,16,20-50,4.173244600014146,-0.3732446000141465,"(10, 20]"
B00ZUS7000,AVON,7.45,3.4,10,5-10,4.168765996378222,-0.7687659963782223,"(5, 10]"
B01IADZLMK,Skin Musk,63.66,5.0,3,50-100,4.185070550159006,0.814929449840994,"(0, 5]"
B07NBPBP81,Tarte,12.0,4.0,1,10-20,4.170085792138808,-0.17008579213880815,"(0, 5]"
B001AYYWY0,Maybelline New York,17.95,5.0,3,10-20,4.171811678902652,0.8281883210973477,"(0, 5]"
B009WI1UKA,NYX PROFESSIONAL MAKEUP,9.99,4.0,117,5-10,4.169502761484131,-0.16950276148413135,"(100, 500]"
B01LE3GULY,Grip-Tite,12.95,4.0,8,10-20,4.1703613538910185,-0.17036135389101847,"(5, 10]"
B00Y14CKRW,Dr Adorable,13.99,4.5,147,10-20,4.170663021493438,0.32933697850656163,"(100, 500]"
B09B2RNHHH,M.A.C,19.9,4.6,33,10-20,4.172377305657189,0.4276226943428103,"(20, 50]"
B075FSZZNX,Rica,71.49,4.0,54,50-100,4.187341759127224,-0.18734175912722417,"(50, 100]"
B07ZHGNPZM,IMBUE,10.8,3.8,89,10-20,4.169737714136017,-0.36973771413601675,"(50, 100]"
B07DFSN36Q,Miny Beauty Cosmetics,4.99,4.7,8,0-5,4.1680524364724985,0.5319475635275017,"(5, 10]"
B08NW67Z2T,N\C,8.66,4.0,47,5-10,4.169116975031037,-0.16911697503103706,"(20, 50]"
B012R8TWYW,Tepezcohuite Cream,16.99,4.2,46,10-20,4.171533216500419,0.02846678349958154,"(20, 50]"
B01N9I42I0,Bath & Body Works,4.95,3.8,4,0-5,4.168040833872405,-0.3680408338724055,"(0, 5]"
B07TDN9PCN,We Love Eyes,24.0,4.2,68,20-50,4.173566572166728,0.02643342783327185,"(50, 100]"
B01LF8FVQS,natura,37.7,3.4,6,20-50,4.177540462698604,-0.7775404626986044,"(5, 10]"
B00NH1I50Q,Nails Inc,26.95,3.3,6,20-50,4.174422263923592,-0.8744222639235923,"(5, 10]"
B0711L86FJ,Nubian Heritage,25.03,4.4,49,20-50,4.173865339119125,0.22613466088087542,"(20, 50]"
B010E7LZ02,Bourjois,22.95,5.0,1,20-50,4.173262003914286,0.826737996085714,"(0, 5]"
B01BT0WULG,Jericho,39.95,3.4,9,20-50,4.17819310895384,-0.7781931089538401,"(5, 10]"
B0B3MGGVHY,FIOBEE,15.99,4.5,106,10-20,4.171243151498092,0.3287568485019081,"(100, 500]"
B014JOL9MA,Sally Hansen,18.25,4.0,28,10-20,4.17189869840335,-0.17189869840334993,"(20, 50]"
B085T7YDDH,HealthSmart,4.99,4.2,17,0-5,4.1680524364724985,0.03194756352750172,"(10, 20]"
B0169KHSRC,MG,43.78,4.4,4,20-50,4.179304057912751,0.2206959420872492,"(0, 5]"
B09C1RMC6Y,Zara,62.62,4.3,2,50-100,4.184768882556586,0.11523111744341374,"(0, 5]"
B079JPNPF3,Aeroblend,27.0,4.2,396,20-50,4.174436767173709,0.025563232826291582,"(100, 500]"
B00OQK9IVC,Palmer's,36.65,5.0,10,20-50,4.177235894446161,0.8227641055538388,"(5, 10]"
B00EYNA7LG,Avril,9.09,4.3,125,5-10,4.1692417029820374,0.13075829701796238,"(100, 500]"
B08FJ5HPD5,Nuanchu,8.99,2.9,408,5-10,4.169212696481805,-1.2692126964818047,"(100, 500]"
B01GWH3W3G,Maybelline New York,9.75,5.0,9,5-10,4.169433145883573,0.8305668541164266,"(5, 10]"
B009AYPOSA,Softee,11.95,5.0,4,10-20,4.170071288888692,0.8299287111113083,"(0, 5]"
B01N30M5A3,Aora,18.96,4.2,9,10-20,4.172104644555002,0.027895355444997882,"(5, 10]"
B08FHBLKKQ,Beauty Creations,8.99,4.8,7,5-10,4.169212696481805,0.6307873035181952,"(5, 10]"
B087D9PW1D,Dope on a Rope Soap,21.0,3.3,9,20-50,4.172696377159749,-0.8726963771597491,"(5, 10]"
B08JCX3DL7,Pippa Of London,20.0,4.0,259,10-20,4.172406312157422,-0.1724063121574222,"(100, 500]"
B089RRNP38,Gemstorm,24.99,5.0,1,20-50,4.173853736519032,0.8261462634809682,"(0, 5]"
B07149XBS2,WINOMO,8.99,3.4,17,5-10,4.169212696481805,-0.7692126964818047,"(10, 20]"
B07HXWG5SP,Paco Rabanne,63.49,4.7,3663,50-100,4.18502123910861,0.51497876089139,"(500, 10000]"
B07BSMFXZN,Lobe Wonder,11.99,4.6,2101,10-20,4.170082891488785,0.4299171085112148,"(500, 10000]"
B07V8LQCZL,Colourpop,12.99,4.3,17,10-20,4.170372956491112,0.1296270435088882,"(10, 20]"
B08K5JMSY2,Bite,19.99,4.4,12,10-20,4.172403411507399,0.22759658849260145,"(10, 20]"
B088T9JLWG,BZ,29.99,4.3,133,20-50,4.175304061530666,0.12469593846933424,"(100, 500]"
B09Z6SMPQP,COBEE,4.99,3.2,35,0-5,4.1680524364724985,-0.9680524364724983,"(20, 50]"
B00J43PPHC,Marvy,19.97,4.9,112,10-20,4.172397610207352,0.727602389792648,"(100, 500]"
B00OFTNDJ2,KISS,8.99,3.7,9,5-10,4.169212696481805,-0.4692126964818044,"(5, 10]"
B01NBW05OC,Odif,26.11,4.6,95,20-50,4.174178609321638,0.42582139067836167,"(50, 100]"
B00R1WQP54,L LUSETA,68.98,4.0,5,50-100,4.186613695971384,-0.186613695971384,"(0, 5]"
B002I9TZ0M,Phase 4 Films,15.95,3.8,2,10-20,4.171231548897999,-0.3712315488979989,"(0, 5]"
B00IA7CZNK,Topiclear,11.03,4.4,112,10-20,4.169804429086551,0.2301955709134491,"(100, 500]"
B08HJR4CM4,Makeup Revolution,17.21,5.0,4,10-20,4.17159703080093,0.82840296919907,"(0, 5]"
B06WVYMKJ4,Bath & Body Works,42.9,3.6,28,20-50,4.179048800710703,-0.5790488007107029,"(20, 50]"
B012LNQM2I,Rimmel,45.99,4.6,33,20-50,4.179945101567893,0.42005489843210686,"(20, 50]"
B08HSCS1RQ,INSTALASHES,6.99,4.0,788,5-10,4.168632566477152,-0.16863256647715197,"(500, 10000]"
B01IAELRK4,Mitchum,45.72,4.9,22,20-50,4.179866784017265,0.7201332159827354,"(20, 50]"
B07QJFVNF7,BERON,18.99,3.8,11,10-20,4.172113346505072,-0.37211334650507233,"(10, 20]"
B07MXHQJMB,Maison Routin,19.99,4.2,6,10-20,4.172403411507399,0.02759658849260127,"(5, 10]"
B000R3K5CS,Max Factor,149.97,5.0,3,100-200,4.2101060605098235,0.7898939394901765,"(0, 5]"
B07TXV49P8,NIVEA,9.99,4.5,502,5-10,4.169502761484131,0.33049723851586865,"(500, 10000]"
B08N6Y564F,Aoyuele,12.98,4.8,16,10-20,4.170370055841088,0.6296299441589115,"(10, 20]"
B07SJCPZ3D,JAFRA,19.99,4.3,16,10-20,4.172403411507399,0.12759658849260092,"(10, 20]"
B00WQGFEXO,Biodroga,53.47,4.7,23,50-100,4.182114787785297,0.5178852122147033,"(20, 50]"
B01KAHWOOC,Tarte,33.69,4.3,47,20-50,4.176377302039274,0.12362269796072578,"(20, 50]"
B071F78NNF,Almay,8.01,4.4,576,5-10,4.168928432779524,0.23107156722047595,"(500, 10000]"
B09FFS291Y,Sun Laboratories by Giesee,6.0,4.3,750,5-10,4.1683454021248485,0.13165459787515132,"(500, 10000]"
B09V53HN1R,AIBRIT,15.99,4.2,144,10-20,4.171243151498092,0.028756848501908294,"(100, 500]"
B00733ZHNW,Kenzo,49.99,4.0,17,20-50,4.1811053615772,-0.1811053615771998,"(10, 20]"
B07MBKP86B,Enjoy,35.95,4.7,19,20-50,4.177032848944533,0.5229671510554672,"(10, 20]"
B08HSH5VSW,Little Journey,10.99,5.0,7,10-20,4.169792826486458,0.8302071735135419,"(5, 10]"
B019PH787Q,Avenue Chiett,28.99,4.7,59,20-50,4.175013996528339,0.5249860034716614,"(50, 100]"
B07CRNPF2R,Emani,18.0,4.1,28,10-20,4.171826182152769,-0.07182618215276904,"(20, 50]"
B09Y35D2R6,FantaLook,21.99,4.6,11,20-50,4.172983541512052,0.4270164584879472,"(10, 20]"
B000K1WG8I,L'Epi de Provence,42.0,4.0,1,20-50,4.178787742208609,-0.17878774220860905,"(0, 5]"
B08S3DFHW6,KOLELI,32.99,3.4,12,20-50,4.176174256537646,-0.7761742565376459,"(10, 20]"
B078P3WSMZ,Ciate London,35.99,5.0,2,20-50,4.177044451544626,0.8229555484553739,"(0, 5]"
B00NA4K3E6,Shay & Blue London,48.0,5.0,9,20-50,4.18052813222257,0.8194718677774304,"(5, 10]"
B06XFMV3VP,L'Oreal Paris,10.5,4.1,129,10-20,4.169650694635318,-0.06965069463531837,"(100, 500]"
B08DV5DK81,TensCare,99.9,3.5,22,50-100,4.195582505843325,-0.6955825058433254,"(20, 50]"
B07VNSNBMG,Duevin,5.77,4.0,11,5-10,4.168278687174313,-0.16827868717431294,"(10, 20]"
B0917BC2LK,SIMPLE RETRO,9.99,4.3,128,5-10,4.169502761484131,0.13049723851586847,"(100, 500]"
B00AR86E82,COSEMY,5.99,3.7,81,5-10,4.168342501474825,-0.46834250147482503,"(50, 100]"
B003KPEF4Y,FingerPaints,10.16,3.2,8,10-20,4.169552072534527,-0.969552072534527,"(5, 10]"
B08MW9TP36,HED,295.0,3.3,6,200-500,4.252174187797264,-0.9521741877972643,"(5, 10]"
B07F4F9K8J,Yves Rocher,24.99,5.0,7,20-50,4.173853736519032,0.8261462634809682,"(5, 10]"
